,agent1
ep1,37.02758712254613
ep2,22.68604063958462
ep3,21.45918023318877
ep4,32.957730757419384
ep5,15.506471870773282
ep6,23.925293575338
ep7,29.00875319619327
ep8,31.628153449845186
ep9,38.41170416418801
ep10,27.718665664231334
ep11,23.925293575338
ep12,25.17706421751313
ep13,21.45918023318877
ep14,27.718665664231334
ep15,22.68604063958462
ep16,8.747050393678036
ep17,26.44147900758902
ep18,6.582984090843843
ep19,22.68604063958462
ep20,16.673203909872
ep21,10.955056008242051
ep22,31.628153449845186
ep23,26.44147900758902
ep24,10.955056008242051
ep25,3.417362880361689
ep26,13.207893080544894
ep27,14.35140715206555
ep28,10.955056008242051
ep29,8.747050393678036
ep30,21.45918023318877
ep31,25.17706421751313
ep32,35.65731125132067
ep33,20.244588430856883
ep34,35.65731125132067
ep35,7.659579889741256
ep36,7.659579889741256
ep37,14.35140715206555
ep38,25.17706421751313
ep39,20.244588430856883
ep40,25.17706421751313
ep41,10.955056008242051
ep42,29.00875319619327
ep43,31.628153449845186
ep44,19.042142546548313
ep45,32.957730757419384
ep46,7.659579889741256
ep47,17.85172112108283
ep48,35.65731125132067
ep49,3.417362880361689
ep50,30.311871915346735
ep51,19.042142546548313
ep52,22.68604063958462
ep53,22.68604063958462
ep54,26.44147900758902
ep55,32.957730757419384
ep56,20.244588430856883
ep57,23.925293575338
ep58,23.925293575338
ep59,13.207893080544894
ep60,29.00875319619327
ep61,27.718665664231334
ep62,12.075814149739445
ep63,7.659579889741256
ep64,14.35140715206555
ep65,15.506471870773282
ep66,35.65731125132067
ep67,32.957730757419384
ep68,29.00875319619327
ep69,31.628153449845186
ep70,19.042142546548313
ep71,41.22202241015
ep72,10.955056008242051
ep73,35.65731125132067
ep74,17.85172112108283
ep75,20.244588430856883
ep76,27.718665664231334
ep77,13.207893080544894
ep78,9.845505448159631
ep79,14.35140715206555
ep80,23.925293575338
ep81,8.747050393678036
ep82,27.718665664231334
ep83,31.628153449845186
ep84,19.042142546548313
ep85,23.925293575338
ep86,27.718665664231334
ep87,19.042142546548313
ep88,37.02758712254613
ep89,19.042142546548313
ep90,25.17706421751313
ep91,38.41170416418801
ep92,25.17706421751313
ep93,23.925293575338
ep94,20.244588430856883
ep95,26.44147900758902
ep96,25.17706421751313
ep97,26.44147900758902
ep98,32.957730757419384
ep99,23.925293575338
ep100,1.3593573590424914
ep101,29.00875319619327
ep102,31.628153449845186
ep103,35.65731125132067
ep104,22.68604063958462
ep105,13.207893080544894
ep106,20.244588430856883
ep107,2.3831892515580724
ep108,31.628153449845186
ep109,12.075814149739445
ep110,29.00875319619327
ep111,22.68604063958462
ep112,9.845505448159631
ep113,38.41170416418801
ep114,38.41170416418801
ep115,32.957730757419384
ep116,38.41170416418801
ep117,19.042142546548313
ep118,32.957730757419384
ep119,29.00875319619327
ep120,2.3831892515580724
ep121,17.85172112108283
ep122,15.506471870773282
ep123,29.00875319619327
ep124,38.41170416418801
ep125,10.955056008242051
ep126,22.68604063958462
ep127,37.02758712254613
ep128,32.957730757419384
ep129,31.628153449845186
ep130,25.17706421751313
ep131,32.957730757419384
ep132,38.41170416418801
ep133,27.718665664231334
ep134,34.30073813880746
ep135,5.5171542499354045
ep136,31.628153449845186
ep137,0.34576378545206654
ep138,20.244588430856883
ep139,31.628153449845186
ep140,37.02758712254613
ep141,13.207893080544894
ep142,13.207893080544894
ep143,23.925293575338
ep144,19.042142546548313
ep145,29.00875319619327
ep146,41.22202241015
ep147,19.042142546548313
ep148,27.718665664231334
ep149,22.68604063958462
ep150,22.68604063958462
ep151,15.506471870773282
ep152,32.957730757419384
ep153,21.45918023318877
ep154,37.02758712254613
ep155,15.506471870773282
ep156,32.957730757419384
ep157,20.244588430856883
ep158,31.628153449845186
ep159,27.718665664231334
ep160,29.00875319619327
ep161,4.46198270743605
ep162,0.34576378545206654
ep163,27.718665664231334
ep164,10.955056008242051
ep165,26.44147900758902
ep166,25.17706421751313
ep167,25.17706421751313
ep168,39.80980218604849
ep169,23.925293575338
ep170,27.718665664231334
ep171,32.957730757419384
ep172,13.207893080544894
ep173,26.44147900758902
ep174,38.41170416418801
ep175,26.44147900758902
ep176,12.075814149739445
ep177,27.718665664231334
ep178,14.35140715206555
ep179,32.957730757419384
ep180,19.042142546548313
ep181,14.35140715206555
ep182,13.207893080544894
ep183,32.957730757419384
ep184,32.957730757419384
ep185,38.41170416418801
ep186,37.02758712254613
ep187,8.747050393678036
ep188,30.311871915346735
ep189,29.00875319619327
ep190,7.659579889741256
ep191,32.957730757419384
ep192,25.17706421751313
ep193,32.957730757419384
ep194,19.042142546548313
ep195,25.17706421751313
ep196,21.45918023318877
ep197,29.00875319619327
ep198,22.68604063958462
ep199,17.85172112108283
ep200,25.17706421751313
ep201,14.35140715206555
ep202,22.68604063958462
ep203,32.957730757419384
ep204,16.673203909872
ep205,25.17706421751313
ep206,21.45918023318877
ep207,15.506471870773282
ep208,23.925293575338
ep209,19.042142546548313
ep210,22.68604063958462
ep211,13.207893080544894
ep212,35.65731125132067
ep213,14.35140715206555
ep214,19.042142546548313
