,agent1
ep1,17.0
ep2,8.0
ep3,11.0
ep4,8.0
ep5,11.0
ep6,8.0
ep7,11.0
ep8,9.0
ep9,13.0
ep10,7.0
ep11,14.0
ep12,7.0
ep13,8.0
ep14,7.0
ep15,11.0
ep16,15.0
ep17,11.0
ep18,11.0
ep19,9.0
ep20,19.0
ep21,5.0
ep22,10.0
ep23,5.0
ep24,10.0
ep25,11.0
ep26,11.0
ep27,11.0
ep28,13.0
ep29,7.0
ep30,6.0
ep31,12.0
ep32,12.0
ep33,7.0
ep34,9.0
ep35,11.0
ep36,18.0
ep37,8.0
ep38,7.0
ep39,9.0
ep40,6.0
ep41,11.0
ep42,17.0
ep43,11.0
ep44,7.0
ep45,10.0
ep46,8.0
ep47,13.0
ep48,7.0
ep49,5.0
ep50,11.0
ep51,8.0
ep52,6.0
ep53,17.0
ep54,11.0
ep55,6.0
ep56,17.0
ep57,11.0
ep58,7.0
ep59,9.0
ep60,10.0
ep61,12.0
ep62,14.0
ep63,13.0
ep64,11.0
ep65,11.0
ep66,12.0
ep67,10.0
ep68,7.0
ep69,11.0
ep70,14.0
ep71,7.0
ep72,13.0
ep73,9.0
ep74,9.0
ep75,15.0
ep76,10.0
ep77,15.0
ep78,10.0
ep79,12.0
ep80,11.0
ep81,9.0
ep82,17.0
ep83,7.0
ep84,9.0
ep85,7.0
ep86,8.0
ep87,10.0
ep88,9.0
ep89,10.0
ep90,7.0
ep91,5.0
ep92,11.0
ep93,14.0
ep94,17.0
ep95,15.0
ep96,14.0
ep97,11.0
ep98,6.0
ep99,14.0
ep100,9.0
ep101,7.0
ep102,10.0
ep103,9.0
ep104,7.0
ep105,12.0
ep106,7.0
ep107,10.0
ep108,14.0
ep109,11.0
ep110,12.0
ep111,10.0
ep112,10.0
ep113,6.0
ep114,9.0
ep115,14.0
ep116,10.0
ep117,9.0
ep118,12.0
ep119,19.0
ep120,15.0
ep121,7.0
ep122,8.0
ep123,16.0
ep124,18.0
ep125,10.0
ep126,7.0
ep127,7.0
ep128,9.0
ep129,11.0
ep130,8.0
ep131,9.0
ep132,7.0
ep133,13.0
ep134,10.0
ep135,9.0
ep136,7.0
ep137,10.0
ep138,5.0
ep139,5.0
ep140,7.0
ep141,13.0
ep142,7.0
ep143,10.0
ep144,5.0
ep145,7.0
ep146,7.0
ep147,6.0
ep148,10.0
ep149,20.0
ep150,11.0
ep151,5.0
ep152,13.0
ep153,9.0
ep154,10.0
ep155,11.0
ep156,15.0
ep157,12.0
ep158,11.0
ep159,8.0
ep160,11.0
ep161,8.0
ep162,5.0
ep163,9.0
ep164,9.0
ep165,15.0
ep166,11.0
ep167,10.0
ep168,6.0
ep169,12.0
ep170,10.0
ep171,13.0
ep172,12.0
ep173,5.0
ep174,9.0
ep175,5.0
ep176,8.0
ep177,14.0
ep178,15.0
ep179,9.0
ep180,13.0
ep181,5.0
ep182,10.0
ep183,7.0
ep184,5.0
ep185,5.0
ep186,7.0
ep187,11.0
ep188,9.0
ep189,11.0
ep190,9.0
ep191,13.0
ep192,16.0
ep193,9.0
ep194,12.0
ep195,8.0
ep196,13.0
ep197,9.0
ep198,5.0
ep199,11.0
ep200,7.0
ep201,8.0
ep202,9.0
ep203,9.0
ep204,8.0
ep205,15.0
ep206,9.0
ep207,11.0
ep208,9.0
ep209,12.0
ep210,10.0
ep211,13.0
ep212,9.0
ep213,5.0
ep214,10.0
ep215,14.0
ep216,17.0
ep217,12.0
ep218,9.0
ep219,5.0
ep220,16.0
ep221,12.0
ep222,10.0
ep223,5.0
ep224,7.0
ep225,7.0
ep226,17.0
ep227,5.0
ep228,8.0
ep229,7.0
ep230,13.0
ep231,12.0
ep232,15.0
ep233,5.0
ep234,12.0
ep235,5.0
ep236,7.0
ep237,10.0
ep238,8.0
ep239,14.0
ep240,13.0
ep241,13.0
ep242,6.0
ep243,14.0
ep244,12.0
ep245,8.0
ep246,7.0
ep247,14.0
ep248,16.0
ep249,11.0
ep250,19.0
ep251,8.0
ep252,11.0
ep253,10.0
ep254,5.0
ep255,5.0
ep256,5.0
ep257,9.0
ep258,7.0
ep259,9.0
ep260,10.0
ep261,12.0
ep262,10.0
ep263,9.0
ep264,9.0
ep265,14.0
ep266,7.0
ep267,7.0
ep268,15.0
ep269,11.0
ep270,13.0
ep271,9.0
ep272,9.0
ep273,8.0
ep274,7.0
ep275,13.0
ep276,11.0
ep277,9.0
ep278,5.0
ep279,11.0
ep280,10.0
ep281,10.0
ep282,17.0
ep283,15.0
ep284,15.0
ep285,8.0
ep286,12.0
ep287,11.0
ep288,6.0
ep289,12.0
ep290,11.0
ep291,9.0
ep292,9.0
ep293,5.0
ep294,10.0
ep295,11.0
ep296,8.0
ep297,9.0
ep298,9.0
ep299,6.0
ep300,5.0
ep301,12.0
ep302,10.0
ep303,19.0
ep304,11.0
ep305,12.0
ep306,5.0
ep307,11.0
ep308,10.0
ep309,5.0
ep310,9.0
ep311,7.0
ep312,11.0
ep313,9.0
ep314,12.0
ep315,12.0
ep316,11.0
ep317,5.0
ep318,16.0
ep319,7.0
ep320,12.0
ep321,8.0
ep322,11.0
ep323,10.0
ep324,17.0
ep325,8.0
ep326,12.0
ep327,17.0
ep328,17.0
ep329,12.0
ep330,8.0
ep331,5.0
ep332,7.0
ep333,12.0
ep334,7.0
ep335,14.0
ep336,11.0
ep337,11.0
ep338,14.0
ep339,14.0
ep340,8.0
ep341,9.0
ep342,12.0
ep343,8.0
ep344,11.0
ep345,14.0
ep346,7.0
ep347,6.0
ep348,12.0
ep349,13.0
ep350,12.0
ep351,9.0
ep352,11.0
ep353,12.0
ep354,8.0
ep355,11.0
ep356,5.0
ep357,9.0
ep358,13.0
ep359,5.0
ep360,7.0
ep361,8.0
ep362,5.0
ep363,15.0
ep364,12.0
ep365,18.0
ep366,12.0
ep367,13.0
ep368,10.0
ep369,9.0
ep370,11.0
ep371,10.0
ep372,5.0
ep373,12.0
ep374,6.0
ep375,8.0
ep376,7.0
ep377,9.0
ep378,11.0
ep379,13.0
ep380,11.0
ep381,5.0
ep382,7.0
ep383,8.0
ep384,11.0
ep385,15.0
ep386,11.0
ep387,11.0
